date,rank,lw,artist,label,total,change,album_sales,tea,sea,movement,post,halftime,album
2/10/2017,40,46,JUSTIN BIEBER,RBMG/DEF JAM,11770,0.23,0,0,0,6,1,0,
2/10/2017,41,34,SIA,MONKEY PUZZLE/RCA,11179,0.04,0,0,0,-7,1,0,
2/10/2017,42,33,THE WEEKND,XO/REPUBLIC,11082,0.02,0,0,0,-9,1,0,
2/10/2017,43,32,ED SHEERAN,ASYLUM,11078,-0.02,0,0,0,-11,1,0,
2/10/2017,44,37,CHANCE THE RAPPER,CHANCE THE RAPPER,11012,0.04,0,0,0,-7,1,0,
2/10/2017,45,45,GARTH BROOKS,PEARL,10922,0.0,0,0,0,0,1,0,
2/10/2017,46,46,G-EAZY,RCA,10573,0.19,0,0,0,0,1,0,
2/10/2017,47,41,MARIAN HILL,REPUBLIC,10548,0.04,0,0,0,-6,1,0,
2/10/2017,48,44,BRYSON TILLER,TRAPSOUL,10462,0.07,0,0,0,-4,1,0,
2/10/2017,49,7,TRAIN,COLUMBIA,10442,-0.66,0,0,0,-42,1,0,
2/10/2017,50,35,21 SAVAGE,SLAUGHTER GANG,10292,-0.04,0,0,0,-15,1,0,
2/2/2018,1,1,MIGOS,QUALITY CONTROL/MOTOWN/CAPITOL,200010,0.0,0,0,0,0,0,0,
2/2/2018,2,2,THE GREATEST SHOWMAN,ATLANTIC,92301,-0.17,0,0,0,0,0,0,
2/2/2018,3,14,BRUNO MARS,ATLANTIC,60323,1.69,0,0,0,11,0,0,
2/2/2018,4,3,ED SHEERAN,ATLANTIC,49410,0.18,0,0,0,-1,0,0,
2/2/2018,5,5,ABOVE &amp; BEYOND,ANJUNA BEATS,39074,0.0,0,0,0,0,0,0,
2/2/2018,6,6,KENDRICK LAMAR,TDE/AFTERMATH/INTERSCOPE,37194,0.3,0,0,0,0,0,0,
2/2/2018,7,4,CAMILA CABELLO,SYCO/EPIC,32373,-0.16,0,0,0,-3,0,0,
2/2/2018,8,5,POST MALONE,REPUBLIC,30657,-0.03,0,0,0,-3,0,0,
2/2/2018,9,12,KHALID,RIGHT HAND MUSIC/RCA,26971,0.17,0,0,0,3,0,0,
2/2/2018,10,8,TAYLOR SWIFT,BIG MACHINE/BMLG,24863,-0.08,0,0,0,-2,0,0,
2/2/2018,11,15,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,24218,0.09,0,0,0,4,0,0,
2/2/2018,12,7,G-EAZY,RCA,23615,-0.16,0,0,0,-5,0,0,
2/2/2018,13,10,LIL UZI VERT,GENERATION NOW/ATLANTIC,21928,-0.1,0,0,0,-3,0,0,
2/2/2018,14,26,SZA,TDE/RCA,20584,0.28,0,0,0,12,0,0,
2/2/2018,15,15,CHRIS STAPLETON,MERCURY NASHVILLE,20541,0.0,0,0,0,0,0,0,
2/2/2018,16,13,EMINEM,SHADY/AFTERMATH/INTERSCOPE,20233,-0.11,0,0,0,-3,0,0,
2/2/2018,17,11,LIL SKIES,ATLANTIC,18601,-0.2,0,0,0,-6,0,0,
2/2/2018,18,19,CHRIS BROWN,RCA,17978,-0.05,0,0,0,1,0,0,
2/2/2018,19,32,2018 GRAMMY NOMINEES,RCA,17834,0.27,0,0,0,13,0,0,
2/2/2018,20,9,SAM SMITH,CAPITOL,17241,-0.36,0,0,0,-11,0,0,
2/2/2018,21,42,P!NK,RCA,17202,0.49,0,0,0,21,0,0,
2/2/2018,22,18,KODAK BLACK,ATLANTIC,16686,-0.15,0,0,0,-4,0,0,
2/2/2018,23,45,CHRIS STAPLETON,MERCURY NASHVILLE,16485,0.45,0,0,0,22,0,0,
2/2/2018,24,22,NF,NF REAL/CAROLINE,16075,-0.05,0,0,0,-2,0,0,
2/2/2018,25,25,CHRIS STAPLETON,MERCURY NASHVILLE,15937,0.0,0,0,0,0,0,0,
2/2/2018,26,21,HAMILTON,UPTOWN/ATLANTIC,15113,-0.11,0,0,0,-5,0,0,
2/2/2018,27,27,DRAKE,YMCMB/REPUBLIC,15033,-0.06,0,0,0,0,0,0,
2/2/2018,28,28,KANE BROWN,RCA NASHVILLE/ZONE 4,14447,-0.09,0,0,0,0,0,0,
2/2/2018,29,17,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",QUALITY CONTROL/CACTUS JACK/MOTOWN/GRAND HUSTLE/EPIC/CAPITOL,13831,-0.34,0,0,0,-12,0,0,
2/2/2018,30,38,MIGOS,QUALITY CONTROL,13442,0.06,0,0,0,8,0,0,
2/2/2018,31,1,FALL OUT BOY,ISLAND,13369,-0.9,0,0,0,-30,0,0,
2/2/2018,32,23,21 SAVAGE,SLAUGHTER GANG/EPIC,13291,-0.19,0,0,0,-9,0,0,
2/2/2018,33,30,XXXTENTACION,BAD VIBES FOREVER/EMPIRE,13136,-0.08,0,0,0,-3,0,0,
2/2/2018,34,36,DUA LIPA,WARNER BROS.,13051,-0.04,0,0,0,2,0,0,
2/2/2018,35,24,DEMI LOVATO,HOLLYWOOD/SAFEHOUSE/ISLAND,12863,-0.22,0,0,0,-11,0,0,
2/2/2018,36,31,THOMAS RHETT,VALORY/BMG,12696,-0.1,0,0,0,-5,0,0,
2/2/2018,37,37,CHILDISH GAMBINO,GLASSNOTE,12257,0.0,0,0,0,0,0,0,
2/2/2018,38,37,MAROON 5,222/INTERSCOPE,11983,-0.08,0,0,0,-1,0,0,
2/2/2018,39,16,KIDZ BOP 37,RAZOR &amp; TIE,11732,-0.45,0,0,0,-23,0,0,
2/2/2018,40,35,DRAKE,YMCMB/REPUBLIC,11636,-0.15,0,0,0,-5,0,0,
2/2/2018,41,41,CORY ASBURY,BETHEL MUSIC,11606,0.0,0,0,0,0,0,0,
2/2/2018,42,25,QUALITY CONTROL,QUALITY CONTROL/MOTOWN/CAPITOL,11470,-0.3,0,0,0,-17,0,0,
2/2/2018,43,33,HALSEY,ASTRALWERKS/CAPITOL,11407,-0.19,0,0,0,-10,0,0,
2/2/2018,44,40,THE WEEKND,XO/REPUBLIC,10986,-0.09,0,0,0,-4,0,0,
2/2/2018,45,43,MOANA,WALT DISNEY,10741,-0.07,0,0,0,-2,0,0,
2/2/2018,46,44,DRAKE,YMCMB/REPUBLIC,10447,-0.09,0,0,0,-2,0,0,
2/2/2018,47,47,LUKE BRYAN,CAPITOL NASHVILLE,10408,0.0,0,0,0,0,0,0,
2/2/2018,48,48,MACHINE HEAD,NUCLEAR BLAST,10247,0.0,0,0,0,0,0,0,
2/2/2018,49,39,LIL PUMP,THA GLOBAL LIGHTS/WARNER BROS.,10132,-0.18,0,0,0,-10,0,0,
2/2/2018,50,46,A BOOGIE WIT DA HOODIE,HIGHBRIDGE,9875,-0.11,0,0,0,-4,0,0,
2/9/2018,1,1,JUSTIN TIMBERLAKE,RCA,295982,0.0,0,0,0,0,1,1,
2/9/2018,2,1,MIGOS,QUALITY CONTROL/MOTOWN/CAPITOL,90492,-0.55,0,0,0,-1,1,0,
2/9/2018,3,2,THE GREATEST SHOWMAN,ATLANTIC,80279,-0.13,0,0,0,-1,1,0,
2/9/2018,4,4,ED SHEERAN,ATLANTIC,38647,-0.22,0,0,0,0,1,0,
2/9/2018,5,3,BRUNO MARS,ATLANTIC,34218,-0.43,0,0,0,-2,1,0,
2/9/2018,6,8,POST MALONE,REPUBLIC,32861,0.07,0,0,0,2,1,0,
2/9/2018,7,7,CAMILA CABELLO,SYCO/EPIC,31615,-0.02,0,0,0,0,1,0,
2/9/2018,8,6,KENDRICK LAMAR,TDE/AFTERMATH/INTERSCOPE,30701,-0.17,0,0,0,-2,1,0,
2/9/2018,9,13,LIL UZI VERT,GENERATION NOW/ATLANTIC,25226,0.15,0,0,0,4,1,0,
2/9/2018,10,10,NOW 65,NOW,25080,0.0,0,0,0,0,1,0,
2/9/2018,11,9,KHALID,RIGHT HAND MUSIC/RCA,23533,-0.13,0,0,0,-2,1,0,
2/9/2018,12,12,G-EAZY,RCA,22592,-0.04,0,0,0,0,1,0,
2/9/2018,13,11,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,21760,-0.1,0,0,0,-2,1,0,
2/9/2018,14,10,TAYLOR SWIFT,BIG MACHINE/BMLG,21221,-0.15,0,0,0,-4,1,0,
2/9/2018,15,17,LIL SKIES,ATLANTIC,20965,0.13,0,0,0,2,1,0,
2/9/2018,16,16,RICH BRIAN,88RISING/EMPIRE,19532,0.0,0,0,0,0,1,0,
2/9/2018,17,14,SZA,TDE/RCA,19335,-0.06,0,0,0,-3,1,0,
2/9/2018,18,18,AWOLNATION,RED BULL,18868,0.0,0,0,0,0,1,0,
2/9/2018,19,24,NF,NF REAL/CAROLINE,18833,0.17,0,0,0,5,1,0,
2/9/2018,20,20,SAM SMITH,CAPITOL,17630,0.02,0,0,0,0,1,0,
2/9/2018,21,22,KODAK BLACK,ATLANTIC,17385,0.04,0,0,0,1,1,0,
2/9/2018,22,16,EMINEM,SHADY/AFTERMATH/INTERSCOPE,17322,-0.14,0,0,0,-6,1,0,
2/9/2018,23,15,CHRIS STAPLETON,MERCURY NASHVILLE,16743,-0.18,0,0,0,-8,1,0,
2/9/2018,24,18,CHRIS BROWN,RCA,16531,-0.08,0,0,0,-6,1,0,
2/9/2018,25,26,HAMILTON,UPTOWN/ATLANTIC,16369,0.08,0,0,0,1,1,0,
2/9/2018,26,27,DRAKE,YMCMB/REPUBLIC,16015,0.07,0,0,0,1,1,0,
2/9/2018,27,38,MAROON 5,222/INTERSCOPE,15819,0.32,0,0,0,11,1,0,
2/9/2018,28,34,DUA LIPA,WARNER BROS.,14940,0.14,0,0,0,6,1,0,
2/9/2018,29,23,CHRIS STAPLETON,MERCURY NASHVILLE,14848,-0.1,0,0,0,-6,1,0,
2/9/2018,30,33,XXXTENTACION,BAD VIBES FOREVER/EMPIRE,14570,0.11,0,0,0,3,1,0,
2/9/2018,31,21,P!NK,RCA,14482,-0.16,0,0,0,-10,1,0,
2/9/2018,32,29,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",QUALITY CONTROL/CACTUS JACK/MOTOWN/GRAND HUSTLE/EPIC/CAPITOL,14366,0.04,0,0,0,-3,1,0,
2/9/2018,33,35,DEMI LOVATO,HOLLYWOOD/SAFEHOUSE/ISLAND,14261,0.11,0,0,0,2,1,0,
2/9/2018,34,32,21 SAVAGE,SLAUGHTER GANG/EPIC,14204,0.07,0,0,0,-2,1,0,
2/9/2018,35,28,KANE BROWN,RCA NASHVILLE/ZONE 4,13862,-0.04,0,0,0,-7,1,0,
2/9/2018,36,25,CHRIS STAPLETON,MERCURY NASHVILLE,13746,-0.14,0,0,0,-11,1,0,
2/9/2018,37,44,THE WEEKND,XO/REPUBLIC,12990,0.18,0,0,0,7,1,0,
2/9/2018,38,43,HALSEY,ASTRALWERKS/CAPITOL,12592,0.1,0,0,0,5,1,0,
2/9/2018,39,36,THOMAS RHETT,VALORY/BMG,12588,-0.01,0,0,0,-3,1,0,
2/9/2018,40,40,DRAKE,YMCMB/REPUBLIC,12464,0.07,0,0,0,0,1,0,
2/9/2018,41,30,MIGOS,QUALITY CONTROL,12134,-0.1,0,0,0,-11,1,0,
2/9/2018,42,42,QUALITY CONTROL,QUALITY CONTROL/MOTOWN/CAPITOL,11902,0.04,0,0,0,0,1,0,
2/9/2018,43,43,TROLLS,RCA,11359,0.0,0,0,0,0,1,0,
2/9/2018,44,45,MOANA,WALT DISNEY,11150,0.04,0,0,0,1,1,0,
2/9/2018,45,45,ED SHEERAN,ATLANTIC,10675,0.0,0,0,0,0,1,0,
2/9/2018,46,50,A BOOGIE WIT DA HOODIE,HIGHBRIDGE,10674,0.08,0,0,0,4,1,0,
2/9/2018,47,42,ELTON JOHN,VIRGIN EMI,10571,0.21,0,0,0,-5,1,0,
2/9/2018,48,47,LUKE BRYAN,CAPITOL NASHVILLE,10445,0.0,0,0,0,-1,1,0,
2/9/2018,49,39,KIDZ BOP 37,RAZOR &amp; TIE,10324,-0.12,0,0,0,-10,1,0,
2/9/2018,50,49,LIL PUMP,THA GLOBAL LIGHTS/WARNER BROS.,10322,0.02,0,0,0,-1,1,0,
2/1/2019,1,1,BACKSTREET BOYS,K-BAHN/RCA,236196,0.0,229107,1935,5154,0,0,0,DNA
2/1/2019,2,1,FUTURE,FREEBANDZ/EPIC,57536,-0.54,1050,595,55892,-1,0,0,FUTURE HNDRXX PRESENTS: THE WIZRD
2/1/2019,3,2,A BOOGIE WIT DA HOODIE,ATLANTIC,48232,-0.04,399,792,47041,-1,0,0,HOODIE SZN
2/1/2019,4,29,WEEZER,CRUSH/ATLANTIC,40128,1.56,27672,1908,10547,25,0,0,WEEZER (TEAL ALBUM)
2/1/2019,5,10,LADY GAGA,INTERSCOPE,39581,0.15,16501,7273,15807,5,0,0,A STAR IS BORN SOUNDTRACK
2/1/2019,6,8,MEEK MILL,ATLANTIC,36523,0.05,637,1292,34594,2,0,0,CHAMPIONSHIPS
2/1/2019,7,5,21 SAVAGE,SLAUGHTER GANG/EPIC,36135,-0.04,492,565,35077,-2,0,0,I AM &gt; I WAS
2/1/2019,8,6,POST MALONE,REPUBLIC,35792,-0.01,3393,1485,30914,-2,0,0,BEERBONGS &amp; BENTLEYS
2/1/2019,9,4,SPIDER-MAN: INTO THE SPIDER-VERSE,REPUBLIC,35019,-0.13,3515,3193,28311,-5,0,0,SOUNDTRACK
2/1/2019,10,9,TRAVIS SCOTT,CACTUS JACK/GRAND HUSTLE/EPIC,34253,-0.01,832,1302,32119,-1,0,1,ASTROWORLD
2/1/2019,11,11,DRAKE,YMCMB/REPUBLIC,32769,0.01,913,900,30956,0,0,0,SCORPION
2/1/2019,12,14,QUEEN,HOLLYWOOD,30457,0.11,8004,4455,17998,2,0,0,GREATEST HITS 1
2/1/2019,13,12,KODAK BLACK,ATLANTIC,28112,-0.09,84,684,27344,-1,0,0,DYING TO LIVE
2/1/2019,14,14,BRING ME THE HORIZON,COLUMBIA,26928,0.0,16340,768,9819,0,0,0,AMO
2/1/2019,15,38,XXXTENTACION,MEMBERS ONLY/EMPIRE,26774,0.42,838,367,25569,23,0,0,"XXXTENTACION PRESENTS: MEMBERS ONLY, VOL. 4"
2/1/2019,16,16,JUICE WRLD,GRADE A/INTERSCOPE,25459,-0.01,286,646,24527,0,0,0,GOODBYE &amp; GOOD RIDDANCE
2/1/2019,17,13,THE GREATEST SHOWMAN,ATLANTIC,25114,-0.1,8561,2313,14240,-4,0,0,ORIGINAL SOUNDTRACK
2/1/2019,18,18,BAD BUNNY,RIMAS,24153,0.0,463,738,22952,0,0,0,X 100PRE
2/1/2019,19,17,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,22864,-0.09,91,635,22137,-2,0,0,DRIP HARDER
2/1/2019,20,15,XXXTENTACION,BAD VIBES FOREVER,22206,-0.14,676,907,20623,-5,0,0,?
2/1/2019,21,23,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,22103,0.04,3221,2184,16697,2,0,0,THIS ONE'S FOR YOU
2/1/2019,22,20,CARDI B,ATLANTIC,21438,-0.03,606,1122,19710,-2,0,0,INVASION OF PRIVACY
2/1/2019,23,24,YOUNGBOY NEVER BROKE AGAIN,ATLANTIC,20412,-0.01,232,166,20014,1,0,0,REALER
2/1/2019,24,19,ARIANA GRANDE,REPUBLIC,19906,-0.11,1773,931,17202,-5,0,0,SWEETENER
2/1/2019,25,25,POST MALONE,REPUBLIC,18664,-0.06,611,527,17526,0,0,0,STONEY
2/1/2019,26,21,BILLIE EILISH,DARKROOM/INTERSCOPE,18580,-0.13,2080,910,15590,-5,0,0,DONT SMILE AT ME
2/1/2019,27,27,BOOGIE,SHADY/INTERSCOPE,18397,0.0,3264,801,14331,0,0,0,EVERYTHINGS FOR SALE
2/1/2019,28,31,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,18312,0.06,179,138,17995,3,0,0,STREET GOSSIP
2/1/2019,29,39,LIL WAYNE,YOUNG MONEY,17445,0.11,856,599,15990,10,0,0,THA CARTER V
2/1/2019,30,27,HAMILTON,UPTOWN/ATLANTIC,17314,-0.05,4234,352,12728,-3,0,0,ORIGINAL BROADWAY CAST
2/1/2019,31,35,ELLA MAI,10 SUMMERS/INTERSCOPE,16997,0.04,1153,744,15101,4,0,0,ELLA MAI
2/1/2019,32,32,KHALID,RIGHT HAND MUSIC/RCA,16131,-0.04,522,1069,14540,0,0,0,SUNCITY
2/1/2019,33,37,ED SHEERAN,ATLANTIC,15994,-0.01,1678,1340,12977,4,0,0,DIVIDE
2/1/2019,34,30,PANIC! AT THE DISCO,FUELED BY RAMEN/ATLANTIC,15959,-0.09,2513,2179,11267,-4,0,0,PRAY FOR THE WICKED
2/1/2019,35,36,METRO BOOMIN,BOOMINATI/REPUBLIC,15866,-0.03,130,175,15562,1,0,0,NOT ALL HEROES WEAR CAPES
2/1/2019,36,41,DAN + SHAY,WARNER BROS/WARNER MUSIC NASHVILLE,15370,-0.01,1642,1641,12087,5,0,0,DAN + SHAY
2/1/2019,37,28,6IX9INE,SCUMGANG/CREATE,15354,-0.15,140,277,14937,-9,0,0,DUMMY BOY
2/1/2019,38,26,YNW MELLY,P2019,15267,-0.19,120,203,14943,-12,0,0,WE ALL SHINE
2/1/2019,39,39,LAUREN DAIGLE,CENTRICITY/12TONE,13886,-0.02,5863,1909,6114,0,0,0,LOOK UP CHILD
2/1/2019,40,47,KHALID,RIGHT HAND MUSIC/RCA,13850,-0.03,950,323,12578,7,0,0,AMERICAN TEEN
2/1/2019,41,44,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,13617,-0.09,3264,1446,8906,3,0,0,ORIGINS
2/1/2019,42,48,BAZZI,IAMCOSMIC/ATLANTIC,13332,-0.06,151,752,12429,6,0,0,COSMIC
2/1/2019,43,34,SKI MASK THE SLUMP GOD,VICTOR VICTOR/REPUBLIC,13286,-0.19,214,243,12830,-9,0,0,STOKELEY
2/1/2019,44,40,XXXTENTACION,BAD VIBES FOREVER/EMPIRE,13240,-0.15,235,299,12706,-4,0,0,17
2/1/2019,45,46,GUCCI MANE,ATLANTIC,13151,-0.08,57,646,12448,1,0,0,EVIL GENIUS
2/1/2019,46,43,TRIPPIE REDD,TENTHOUSAND,13093,-0.14,177,105,12810,-3,0,0,A LOVE LETTER TO YOU 3
2/1/2019,47,47,BETHEL MUSIC,BETHEL,12747,0.0,9850,651,2245,0,0,0,VICTORY (LIVE)
2/1/2019,48,7,CODY JOHNSON,WARNER BROS. NASHVILLE,12629,0.0,4445,880,7304,-41,0,0,AIN'T NOTHIN' TO IT
2/1/2019,49,33,XXXTENTACION,BAD VIBES FOREVER/EMPIRE,12601,-0.24,509,317,11775,-16,0,0,SKINS
2/1/2019,50,50,EMINEM,SHADY/AFTERMATH/INTERSCOPE,12427,0.0,1920,449,10058,0,0,0,KAMIKAZE
2/8/2019,1,3,A BOOGIE WIT DA HOODIE,ATLANTIC,46352,-0.04,452,1081,44819,2,1,0,HOODIE SZN
2/8/2019,2,2,FUTURE,FREEBANDZ/EPIC,40384,-0.3,606,637,39141,0,1,0,FUTURE HNDRXX PRESENTS: THE WIZRD
2/8/2019,3,5,LADY GAGA,INTERSCOPE,39878,0.01,20167,4931,14780,2,1,0,A STAR IS BORN SOUNDTRACK
2/8/2019,4,7,21 SAVAGE,SLAUGHTER GANG/EPIC,38926,0.08,841,1181,36903,3,1,0,I AM &gt; I WAS
2/8/2019,5,10,TRAVIS SCOTT,CACTUS JACK/GRAND HUSTLE/EPIC,38424,0.12,1967,2600,33857,5,1,1,ASTROWORLD
2/8/2019,6,8,POST MALONE,REPUBLIC,36368,0.02,3631,1962,30774,2,1,0,BEERBONGS &amp; BENTLEYS
2/8/2019,7,6,MEEK MILL,ATLANTIC,35361,-0.03,609,1392,33360,-1,1,0,CHAMPIONSHIPS
2/8/2019,8,11,DRAKE,YMCMB/REPUBLIC,34599,0.06,1680,1044,31874,3,1,0,SCORPION
2/8/2019,9,9,SPIDER-MAN: INTO THE SPIDER-VERSE,REPUBLIC,32535,-0.07,3164,3602,25769,0,1,0,SOUNDTRACK
2/8/2019,10,12,QUEEN,HOLLYWOOD,31624,0.04,7953,5097,18573,2,1,0,GREATEST HITS 1
2/8/2019,11,17,THE GREATEST SHOWMAN,ATLANTIC,27769,0.11,11244,2602,13923,6,1,0,ORIGINAL SOUNDTRACK
2/8/2019,12,13,KODAK BLACK,ATLANTIC,27253,-0.03,158,768,26327,1,1,0,DYING TO LIVE
2/8/2019,13,21,LUKE COMBS,RIVER HOUSE/COLUMBIA NASHVILLE,25216,0.14,4160,2971,18085,8,1,0,THIS ONE'S FOR YOU
2/8/2019,14,16,JUICE WRLD,GRADE A/INTERSCOPE,24880,-0.02,307,715,23859,2,1,0,GOODBYE &amp; GOOD RIDDANCE
2/8/2019,15,22,CARDI B,ATLANTIC,23668,0.1,1575,1560,20533,7,1,0,INVASION OF PRIVACY
2/8/2019,16,19,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,23212,0.02,163,851,22198,3,1,0,DRIP HARDER
2/8/2019,17,18,BAD BUNNY,RIMAS,22535,-0.07,511,833,21191,1,1,0,X 100PRE
2/8/2019,18,26,BILLIE EILISH,DARKROOM/INTERSCOPE,22494,0.21,2726,1400,18368,8,1,0,DONT SMILE AT ME
2/8/2019,19,20,XXXTENTACION,BAD VIBES FOREVER,20817,-0.06,656,806,19356,1,1,0,?
2/8/2019,20,23,YOUNGBOY NEVER BROKE AGAIN,ATLANTIC,20114,-0.01,214,210,19690,3,1,0,REALER
2/8/2019,21,1,BACKSTREET BOYS,K-BAHN/RCA,19710,-0.92,15866,734,3110,-20,1,0,DNA
2/8/2019,22,28,LIL BABY,QUALITY CONTROL/MOTOWN/CAPITOL,19704,0.08,184,229,19290,6,1,0,STREET GOSSIP
2/8/2019,23,24,ARIANA GRANDE,REPUBLIC,19183,-0.04,2498,1040,15646,1,1,0,SWEETENER
2/8/2019,24,25,POST MALONE,REPUBLIC,18970,0.02,772,640,17558,1,1,0,STONEY
2/8/2019,25,31,ELLA MAI,10 SUMMERS/INTERSCOPE,18406,0.08,1656,892,15858,6,1,0,ELLA MAI
2/8/2019,26,26,GRATEFUL DEAD,GRATEFUL DEAD/RHINO,18171,0.0,18071,0,0,0,1,0,DAVE'S PICKS VOL. 29
2/8/2019,27,27,LUIS FONSI,UNIVERSAL MUSIC LATIN,18093,0.0,11149,1280,5664,0,1,0,VIDA
2/8/2019,28,28,VARIOUS ARTISTS,NOW,17319,0.0,17319,0,0,0,1,0,NOW 69
2/8/2019,29,29,LIL WAYNE,YOUNG MONEY,17264,-0.01,793,616,15854,0,1,0,THA CARTER V
2/8/2019,30,30,HAMILTON,UPTOWN/ATLANTIC,17150,-0.01,4337,393,12420,0,1,0,ORIGINAL BROADWAY CAST
2/8/2019,31,33,ED SHEERAN,ATLANTIC,17059,0.07,2222,1632,13205,2,1,0,DIVIDE
2/8/2019,32,36,DAN + SHAY,WARNER BROS. NASHVILLE,16598,0.08,2768,1966,11865,4,1,0,DAN + SHAY
2/8/2019,33,34,PANIC! AT THE DISCO,FUELED BY RAMEN/ATLANTIC,16585,0.04,3132,2552,10901,1,1,0,PRAY FOR THE WICKED
2/8/2019,34,39,LAUREN DAIGLE,CENTRICITY/12TONE,16269,0.17,7750,2303,6216,5,1,0,LOOK UP CHILD
2/8/2019,35,32,KHALID,RIGHT HAND MUSIC/RCA,16050,-0.01,523,1352,14174,-3,1,0,SUNCITY
2/8/2019,36,36,G HERBO,MACHINE,16028,0.0,831,309,14888,0,1,0,STILL SWERVIN
2/8/2019,37,35,METRO BOOMIN,BOOMINATI/REPUBLIC,15652,-0.01,159,208,15284,-2,1,0,NOT ALL HEROES WEAR CAPES
2/8/2019,38,37,6IX9INE,SCUMGANG/CREATE,14862,-0.03,214,325,14324,-1,1,0,DUMMY BOY
2/8/2019,39,39,BLUEFACE,5TH AMENDMENT/EONE,14238,0.0,84,531,13623,0,1,0,FAMOUS CRYP
2/8/2019,40,40,MAROON 5,222/INTERSCOPE,14206,0.0,1061,3087,10058,0,1,1,RED PILL BLUES (DELUXE)
2/8/2019,41,40,KHALID,RIGHT HAND MUSIC/RCA,13991,0.01,1071,395,12525,-1,1,0,AMERICAN TEEN
2/8/2019,42,41,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,13893,0.02,3627,1604,8663,-1,1,0,ORIGINS
2/8/2019,43,43,QUEEN,HOLLYWOOD,13860,0.0,7609,947,5304,0,1,0,BOHEMIAN RHAPSODY (THE ORIGINAL SOUNDTRACK)
2/8/2019,44,4,WEEZER,CRUSH/ATLANTIC,13640,-0.66,7961,764,4915,-40,1,0,WEEZER (TEAL ALBUM)
2/8/2019,45,15,XXXTENTACION,MEMBERS ONLY/EMPIRE,13469,-0.5,289,165,13015,-30,1,0,"XXXTENTACION PRESENTS: MEMBERS ONLY, VOL. 4"
2/8/2019,46,46,CHRIS STAPLETON,MERCURY NASHVILLE,13281,0.0,4116,1017,8148,0,1,0,TRAVELLER
2/8/2019,47,50,EMINEM,SHADY/AFTERMATH/INTERSCOPE,13279,0.07,2959,533,9787,3,1,0,KAMIKAZE
2/8/2019,48,48,IMAGINE DRAGONS,KIDINAKORNER/INTERSCOPE,13220,0.0,2219,1713,9288,0,1,0,EVOLVE
2/8/2019,49,42,BAZZI,IAMCOSMIC/ATLANTIC,13165,-0.01,199,856,12110,-7,1,0,COSMIC
2/8/2019,50,50,NICKI MINAJ,YMCMB/REPUBLIC,12986,0.0,563,625,11798,0,1,0,QUEEN
1/31/2020,1,4,RODDY RICCH,BIRD VISION/ATLANTIC,93205,-0.07,964,1441,90800,3,0,0,PLEASE EXCUSE ME FOR BEING ANTI-SOCIAL
1/31/2020,2,1,EMINEM,SHADY/AFTERMATH/INTERSCOPE,86497,-0.69,13604,2431,70462,-1,0,0,MUSIC TO BE MURDERED BY
1/31/2020,3,8,BILLIE EILISH,DARKROOM/INTERSCOPE,56513,0.62,18052,4528,33933,5,0,0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
1/31/2020,4,2,HALSEY,CAPITOL,51115,-0.78,14316,2130,34669,-2,0,0,MANIC
1/31/2020,5,5,POST MALONE,REPUBLIC,49701,-0.06,2827,2609,44266,0,0,0,HOLLYWOOD'S BLEEDING
1/31/2020,6,3,MAC MILLER,WARNER,46342,-0.73,2578,325,43439,-3,0,0,CIRCLES
1/31/2020,7,9,DABABY,INTERSCOPE,33291,-0.04,326,517,32449,2,0,0,KIRK
1/31/2020,8,7,HARRY STYLES,COLUMBIA,30918,-0.16,7440,756,22722,-1,0,0,FINE LINE
1/31/2020,9,13,MONEYBAGG YO,N-LESS/INTERSCOPE,28533,-0.1,224,205,28104,4,0,0,TIME SERVED
1/31/2020,10,14,TRAVIS SCOTT,CACTUS JACK/EPIC,28192,-0.03,310,351,27531,4,0,0,JACKBOYS
1/31/2020,11,12,FROZEN 2,WALT DISNEY,27676,-0.13,5997,940,20740,1,0,0,SOUNDTRACK
1/31/2020,12,19,LIZZO,NICE LIFE/ATLANTIC,27676,0.19,5147,4237,18291,7,0,0,CUZ I LOVE YOU
1/31/2020,13,6,SELENA GOMEZ,INTERSCOPE,25322,-0.35,3746,1012,20565,-7,0,0,RARE
1/31/2020,14,15,YOUNG THUG,ATLANTIC,24247,-0.1,60,202,23986,1,0,0,SO MUCH FUN
1/31/2020,15,18,SUMMER WALKER,LVRN/INTERSCOPE,23890,-0.01,622,221,23047,3,0,0,OVER IT
1/31/2020,16,20,ROD WAVE,ALAMO/GEFFEN/INTERSCOPE,23516,0.03,107,195,23214,4,0,0,GHETTO GOSPEL
1/31/2020,17,16,TRIPPIE REDD,TENTHOUSAND/CAROLINE,23336,-0.07,372,114,22849,-1,0,0,A LOVE LETTER TO YOU 4
